,13
97,"[(0, 2), (0, 3), (0, 9), (0, 12), (1, 5), (1, 6), (1, 7), (1, 8), (2, 5), (2, 8), (2, 10), (3, 7), (3, 10), (3, 12), (4, 5), (4, 12), (5, 11), (6, 9), (6, 10), (8, 10), (9, 12)]"
98,"[(0, 3), (0, 8), (1, 4), (1, 8), (1, 9), (1, 10), (1, 11), (2, 3), (2, 6), (2, 11), (3, 6), (3, 7), (4, 5), (4, 8), (4, 10), (5, 11), (5, 12), (6, 7), (6, 9), (6, 12), (7, 10), (7, 12), (8, 12), (9, 10), (9, 11)]"
99,"[(0, 1), (0, 2), (0, 3), (0, 8), (0, 10), (1, 5), (1, 7), (2, 3), (2, 8), (2, 9), (3, 7), (3, 9), (3, 12), (4, 5), (4, 7), (4, 10), (4, 11), (5, 6), (5, 11), (6, 12), (7, 8), (7, 9), (8, 10), (9, 11)]"
100,"[(0, 1), (0, 9), (1, 5), (1, 6), (1, 8), (2, 4), (2, 5), (2, 9), (2, 12), (3, 6), (3, 7), (4, 9), (4, 10), (5, 6), (5, 10), (7, 11), (8, 10), (8, 11)]"
101,"[(0, 2), (0, 9), (0, 11), (0, 12), (1, 5), (1, 6), (1, 9), (2, 5), (2, 8), (2, 10), (2, 11), (2, 12), (3, 6), (3, 10), (3, 11), (3, 12), (4, 7), (4, 8), (4, 9), (5, 7), (5, 9), (5, 10), (7, 11), (10, 12)]"
102,"[(0, 2), (0, 9), (0, 12), (1, 5), (1, 6), (1, 8), (1, 9), (2, 4), (2, 6), (2, 7), (2, 8), (3, 4), (3, 6), (3, 7), (3, 9), (3, 10), (4, 10), (5, 8), (5, 11), (5, 12), (6, 12), (7, 9), (7, 11), (10, 11)]"
103,"[(0, 2), (0, 6), (0, 9), (1, 2), (1, 3), (1, 8), (1, 12), (3, 7), (3, 11), (4, 7), (4, 9), (4, 10), (4, 12), (5, 6), (5, 8), (5, 10), (5, 11), (5, 12), (6, 9), (6, 12), (7, 12), (9, 10)]"
104,"[(0, 2), (0, 8), (1, 4), (1, 6), (1, 8), (2, 12), (3, 4), (3, 9), (3, 10), (4, 5), (4, 12), (5, 6), (5, 9), (5, 12), (6, 11), (7, 10), (7, 12), (8, 9), (8, 11), (9, 10)]"
105,"[(0, 1), (0, 6), (0, 9), (1, 3), (1, 7), (1, 9), (2, 5), (2, 7), (3, 5), (3, 6), (3, 8), (3, 10), (4, 6), (4, 12), (5, 8), (5, 9), (7, 8), (7, 12), (8, 9), (8, 12), (9, 11), (10, 11), (11, 12)]"
106,"[(0, 2), (0, 4), (0, 6), (0, 8), (1, 6), (1, 7), (1, 8), (2, 5), (2, 6), (2, 10), (3, 8), (3, 9), (4, 9), (4, 11), (5, 7), (5, 8), (5, 9), (7, 9), (7, 10), (8, 12), (10, 11), (11, 12)]"
107,"[(0, 1), (0, 2), (0, 8), (0, 12), (1, 8), (1, 10), (2, 4), (2, 7), (2, 8), (2, 9), (3, 5), (3, 10), (4, 6), (4, 8), (5, 6), (5, 9), (5, 12), (7, 10), (8, 11), (9, 12)]"
108,"[(0, 1), (0, 5), (0, 7), (0, 9), (1, 3), (1, 6), (1, 12), (2, 8), (2, 10), (2, 11), (3, 4), (3, 7), (3, 8), (3, 9), (4, 5), (4, 6), (4, 7), (4, 10), (5, 10), (5, 12), (6, 9), (6, 11), (7, 10), (8, 9), (9, 11), (11, 12)]"
109,"[(0, 3), (0, 12), (1, 3), (1, 4), (1, 7), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (3, 4), (3, 6), (3, 11), (4, 9), (5, 6), (5, 7), (5, 8), (6, 11), (7, 8), (7, 9), (8, 9), (8, 12), (9, 11)]"
110,"[(0, 2), (0, 3), (0, 7), (0, 12), (1, 3), (1, 7), (1, 8), (1, 9), (1, 12), (2, 8), (3, 4), (3, 6), (4, 6), (4, 10), (5, 6), (5, 8), (5, 11), (7, 9), (7, 10), (8, 9), (8, 12), (9, 11), (10, 11)]"
111,"[(0, 3), (0, 5), (0, 10), (0, 12), (1, 5), (1, 7), (2, 6), (2, 8), (3, 8), (3, 9), (4, 6), (4, 9), (4, 11), (5, 10), (6, 7), (6, 9), (6, 10), (6, 12), (7, 12), (8, 11), (11, 12)]"
112,"[(0, 2), (0, 11), (1, 2), (1, 4), (1, 7), (1, 12), (2, 9), (3, 7), (3, 10), (3, 11), (4, 5), (4, 6), (4, 11), (5, 7), (5, 9), (5, 11), (6, 10), (7, 8), (8, 9), (8, 11), (8, 12)]"
113,"[(0, 1), (0, 5), (0, 7), (0, 9), (1, 3), (1, 4), (1, 8), (1, 11), (2, 5), (2, 6), (2, 9), (3, 7), (3, 10), (3, 11), (4, 7), (4, 8), (5, 6), (5, 12), (6, 7), (6, 8), (6, 10), (9, 11), (10, 11), (10, 12)]"
114,"[(0, 3), (0, 7), (0, 9), (1, 2), (1, 3), (1, 7), (2, 5), (2, 12), (3, 10), (4, 5), (4, 7), (4, 9), (4, 11), (5, 10), (5, 11), (6, 7), (6, 11), (8, 9), (8, 11), (9, 12)]"
115,"[(0, 1), (0, 8), (0, 10), (1, 10), (1, 11), (1, 12), (2, 4), (2, 6), (2, 9), (3, 5), (3, 7), (3, 9), (4, 5), (4, 10), (5, 8), (5, 11), (5, 12), (6, 7), (6, 8), (6, 9), (6, 12), (7, 10), (9, 11)]"
116,"[(0, 2), (0, 7), (0, 12), (1, 5), (1, 6), (2, 4), (2, 6), (2, 8), (3, 4), (3, 6), (3, 7), (4, 10), (5, 7), (5, 10), (6, 11), (7, 8), (8, 12), (9, 11), (10, 12), (11, 12)]"
117,"[(0, 4), (1, 10), (1, 11), (1, 12), (2, 5), (2, 7), (2, 11), (3, 9), (3, 11), (3, 12), (4, 8), (4, 10), (4, 12), (5, 10), (5, 12), (6, 7), (6, 8), (6, 9), (7, 8), (7, 10), (8, 10)]"
118,"[(0, 5), (0, 7), (0, 9), (1, 2), (1, 4), (1, 10), (2, 3), (2, 6), (2, 12), (3, 6), (3, 10), (3, 11), (4, 6), (4, 8), (4, 9), (5, 8), (5, 12), (7, 10), (7, 11), (8, 11), (9, 11), (9, 12), (10, 11), (11, 12)]"
119,"[(0, 2), (0, 3), (0, 6), (0, 10), (2, 8), (2, 10), (3, 4), (3, 9), (3, 12), (4, 5), (4, 7), (4, 8), (5, 6), (5, 11), (6, 9), (6, 10), (7, 10), (8, 11), (9, 12), (11, 12)]"
120,"[(0, 1), (0, 6), (0, 8), (0, 9), (1, 8), (1, 10), (2, 3), (2, 7), (2, 10), (3, 4), (3, 5), (3, 8), (3, 11), (3, 12), (4, 5), (4, 6), (5, 7), (5, 11), (9, 11), (9, 12), (10, 12)]"
121,"[(0, 4), (0, 6), (0, 8), (0, 10), (1, 2), (1, 5), (1, 7), (1, 8), (1, 9), (2, 3), (2, 4), (2, 6), (2, 12), (3, 4), (3, 6), (3, 11), (4, 8), (5, 7), (5, 8), (5, 10), (6, 12), (7, 11), (8, 9), (9, 10), (9, 11), (9, 12)]"
122,"[(0, 3), (0, 7), (0, 8), (0, 12), (1, 3), (1, 4), (1, 7), (1, 8), (1, 11), (2, 6), (2, 7), (2, 9), (2, 11), (3, 6), (3, 12), (4, 5), (4, 9), (4, 11), (5, 8), (5, 10), (5, 12), (6, 10), (6, 11), (7, 8), (7, 12), (9, 10), (9, 11), (10, 12)]"
123,"[(0, 2), (0, 8), (0, 11), (1, 4), (1, 5), (1, 9), (2, 10), (2, 12), (3, 4), (3, 7), (3, 8), (3, 9), (3, 12), (4, 6), (4, 7), (4, 8), (5, 7), (5, 11), (6, 7), (6, 8), (6, 11), (6, 12), (8, 9), (9, 10), (10, 11), (10, 12)]"
124,"[(0, 4), (0, 5), (0, 7), (0, 10), (1, 3), (1, 4), (1, 12), (2, 6), (2, 8), (3, 4), (3, 6), (3, 11), (4, 6), (4, 8), (5, 9), (5, 11), (6, 9), (7, 9), (7, 12), (8, 10), (8, 11), (9, 12), (11, 12)]"
125,"[(0, 5), (0, 7), (0, 9), (0, 11), (1, 3), (1, 4), (1, 12), (2, 3), (2, 5), (2, 6), (2, 8), (3, 4), (4, 6), (4, 7), (5, 10), (5, 11), (6, 7), (6, 8), (8, 11), (10, 12)]"
126,"[(0, 1), (0, 4), (0, 7), (0, 9), (0, 10), (1, 3), (1, 6), (1, 9), (1, 11), (1, 12), (2, 5), (2, 6), (2, 12), (3, 5), (3, 10), (3, 11), (3, 12), (4, 5), (4, 7), (4, 9), (7, 8), (7, 12), (8, 9), (8, 11)]"
127,"[(0, 2), (0, 4), (0, 7), (0, 10), (0, 11), (1, 2), (1, 3), (1, 11), (1, 12), (2, 5), (2, 7), (2, 9), (3, 8), (3, 9), (3, 10), (3, 11), (4, 6), (4, 8), (5, 12), (6, 9), (7, 8), (7, 11), (8, 9), (10, 11), (10, 12)]"
128,"[(0, 1), (0, 2), (0, 6), (1, 3), (1, 4), (1, 7), (2, 8), (3, 4), (3, 6), (3, 10), (4, 6), (4, 9), (5, 6), (5, 8), (5, 12), (6, 11), (7, 12), (8, 11), (9, 10), (9, 12), (10, 11)]"
129,"[(0, 3), (0, 4), (0, 6), (0, 8), (1, 5), (1, 7), (2, 11), (2, 12), (3, 4), (3, 5), (3, 8), (3, 11), (3, 12), (4, 5), (4, 12), (5, 10), (5, 11), (6, 10), (7, 8), (7, 9), (8, 9), (9, 10), (10, 11)]"
130,"[(0, 8), (1, 2), (1, 8), (1, 10), (2, 6), (2, 11), (3, 5), (3, 9), (4, 6), (4, 9), (4, 10), (4, 12), (5, 6), (5, 10), (5, 11), (6, 7), (6, 12), (7, 8), (7, 9), (9, 12), (11, 12)]"
131,"[(0, 3), (0, 10), (0, 11), (0, 12), (1, 5), (1, 10), (1, 12), (2, 3), (2, 4), (2, 6), (2, 11), (2, 12), (3, 4), (3, 6), (3, 9), (4, 6), (4, 10), (5, 6), (5, 9), (5, 12), (6, 7), (7, 8), (7, 12), (8, 9), (8, 11), (9, 10)]"
132,"[(0, 3), (0, 7), (0, 11), (0, 12), (1, 6), (1, 7), (1, 10), (2, 3), (2, 9), (3, 7), (3, 12), (4, 6), (4, 12), (5, 6), (5, 7), (5, 8), (5, 9), (6, 11), (7, 9), (7, 10), (8, 10), (8, 11), (9, 10)]"
133,"[(0, 2), (0, 7), (0, 9), (0, 11), (1, 5), (1, 6), (1, 12), (2, 6), (2, 8), (3, 4), (3, 10), (4, 11), (5, 7), (6, 8), (7, 9), (8, 10), (9, 10), (10, 12), (11, 12)]"
134,"[(0, 1), (0, 4), (0, 11), (1, 4), (1, 9), (1, 10), (2, 3), (2, 4), (2, 6), (3, 5), (4, 6), (4, 8), (5, 9), (6, 7), (6, 9), (6, 10), (7, 8), (7, 10), (8, 11), (9, 10), (9, 12)]"
135,"[(0, 2), (0, 6), (0, 7), (0, 9), (0, 10), (0, 11), (0, 12), (1, 2), (1, 3), (1, 4), (2, 4), (2, 6), (2, 10), (3, 7), (3, 8), (4, 5), (4, 11), (5, 9), (5, 10), (5, 12), (6, 8), (6, 12), (7, 9), (7, 10), (7, 11), (8, 9), (9, 11)]"
136,"[(0, 3), (0, 6), (0, 9), (1, 3), (1, 4), (1, 7), (1, 10), (1, 11), (2, 7), (3, 9), (3, 11), (4, 6), (4, 7), (4, 12), (5, 9), (5, 10), (5, 11), (6, 8), (6, 11), (7, 9), (7, 10), (8, 11), (8, 12), (10, 12)]"
137,"[(0, 1), (0, 3), (0, 5), (0, 8), (1, 4), (1, 12), (2, 4), (2, 5), (2, 6), (2, 7), (3, 6), (4, 7), (4, 9), (4, 10), (5, 10), (5, 12), (6, 9), (6, 12), (7, 8), (7, 12), (8, 10), (8, 11), (9, 11), (11, 12)]"
138,"[(0, 5), (0, 9), (0, 10), (1, 7), (2, 9), (2, 10), (2, 11), (3, 10), (4, 8), (4, 9), (4, 10), (5, 8), (5, 9), (6, 11), (7, 9), (7, 10), (7, 11), (8, 11), (9, 11), (9, 12)]"
139,"[(0, 2), (0, 4), (0, 8), (0, 9), (1, 4), (1, 5), (1, 7), (1, 9), (2, 5), (2, 8), (2, 10), (2, 11), (3, 7), (3, 12), (4, 10), (5, 10), (6, 8), (6, 11), (6, 12), (8, 12), (9, 11)]"
140,"[(0, 1), (0, 3), (0, 9), (0, 11), (1, 2), (1, 7), (1, 12), (2, 3), (2, 6), (4, 7), (4, 9), (4, 11), (4, 12), (5, 7), (5, 8), (5, 10), (6, 10), (7, 10), (7, 11), (8, 9), (9, 12), (10, 11)]"
141,"[(0, 2), (0, 6), (0, 8), (1, 3), (1, 4), (1, 5), (1, 8), (1, 9), (2, 8), (2, 9), (2, 11), (3, 8), (3, 9), (3, 10), (3, 11), (4, 5), (4, 6), (4, 12), (5, 7), (6, 9), (6, 10), (7, 8), (7, 11), (10, 11)]"
142,"[(0, 3), (0, 9), (0, 10), (0, 11), (1, 2), (1, 6), (1, 9), (1, 12), (2, 3), (2, 5), (2, 8), (3, 10), (4, 5), (4, 6), (4, 10), (5, 8), (5, 9), (5, 11), (6, 8), (6, 10), (6, 12), (7, 8), (7, 11), (7, 12), (10, 11)]"
143,"[(0, 2), (0, 7), (0, 12), (1, 5), (1, 6), (1, 8), (1, 10), (2, 3), (2, 11), (3, 8), (3, 11), (3, 12), (4, 5), (4, 7), (4, 11), (5, 9), (5, 12), (6, 11), (8, 9), (10, 11), (10, 12)]"
144,"[(0, 3), (0, 4), (0, 7), (0, 8), (1, 5), (1, 6), (1, 7), (2, 4), (2, 6), (2, 10), (3, 9), (3, 10), (4, 5), (4, 6), (4, 7), (5, 8), (5, 10), (6, 8), (8, 12)]"
145,"[(0, 1), (0, 5), (0, 8), (1, 2), (1, 9), (1, 11), (2, 5), (2, 9), (2, 10), (3, 4), (3, 6), (3, 7), (3, 12), (4, 5), (4, 7), (5, 12), (6, 10), (6, 11), (7, 8), (7, 10), (8, 10), (8, 11), (8, 12), (9, 11), (9, 12)]"
146,"[(0, 2), (0, 5), (0, 6), (0, 7), (1, 2), (1, 4), (1, 7), (1, 12), (2, 5), (2, 7), (2, 12), (3, 4), (3, 5), (3, 8), (3, 11), (5, 10), (6, 9), (6, 11), (6, 12), (7, 9), (8, 9), (8, 10), (8, 11), (9, 10), (10, 12)]"
147,"[(0, 4), (0, 5), (0, 7), (1, 2), (1, 5), (1, 11), (2, 7), (2, 8), (2, 9), (3, 6), (3, 9), (3, 11), (4, 6), (5, 10), (5, 11), (6, 7), (6, 8), (6, 12), (8, 11), (9, 10), (9, 12)]"
148,"[(0, 2), (0, 6), (0, 8), (1, 2), (1, 4), (1, 7), (1, 11), (2, 5), (2, 9), (3, 10), (3, 11), (3, 12), (4, 7), (4, 12), (5, 9), (5, 11), (6, 11), (6, 12), (7, 8), (7, 9), (8, 10)]"
149,"[(0, 1), (0, 4), (0, 9), (1, 6), (1, 10), (1, 12), (2, 5), (2, 11), (3, 6), (3, 7), (3, 9), (4, 5), (4, 9), (5, 8), (6, 10), (6, 11), (7, 9), (7, 11), (7, 12), (8, 10), (10, 11), (11, 12)]"
150,"[(0, 6), (0, 9), (1, 2), (1, 7), (2, 8), (2, 10), (2, 11), (3, 4), (3, 8), (4, 7), (4, 10), (5, 6), (5, 10), (6, 8), (6, 11), (7, 11), (7, 12), (9, 10), (9, 12), (10, 12), (11, 12)]"
151,"[(0, 7), (1, 3), (1, 5), (1, 12), (2, 3), (2, 4), (2, 6), (2, 11), (3, 7), (4, 9), (4, 12), (5, 8), (5, 9), (5, 12), (6, 7), (6, 8), (6, 11), (7, 10), (7, 11), (8, 10), (9, 10), (9, 11), (10, 11)]"
152,"[(0, 3), (0, 5), (0, 12), (1, 4), (2, 6), (3, 5), (3, 11), (4, 5), (4, 6), (4, 8), (4, 11), (5, 6), (5, 10), (6, 7), (6, 8), (7, 10), (8, 9), (9, 12), (10, 11), (10, 12), (11, 12)]"
153,"[(0, 7), (1, 2), (1, 4), (1, 7), (1, 12), (2, 5), (5, 9), (6, 7), (6, 8), (7, 10), (8, 12), (9, 10), (10, 11), (11, 12)]"
154,"[(0, 2), (0, 5), (0, 10), (1, 6), (1, 10), (2, 7), (2, 10), (2, 12), (3, 5), (3, 8), (3, 11), (3, 12), (4, 5), (4, 6), (4, 8), (6, 8), (7, 8), (7, 9), (9, 11), (11, 12)]"
155,"[(0, 1), (0, 2), (0, 6), (1, 4), (1, 5), (1, 7), (2, 7), (2, 11), (2, 12), (3, 4), (3, 5), (3, 6), (3, 9), (3, 12), (4, 10), (5, 8), (5, 12), (6, 8), (7, 9), (7, 11), (7, 12), (8, 11), (10, 11)]"
156,"[(0, 2), (0, 9), (0, 11), (1, 2), (1, 4), (1, 9), (1, 10), (2, 10), (2, 12), (3, 6), (3, 8), (3, 11), (4, 10), (4, 11), (4, 12), (5, 6), (6, 7), (6, 8), (6, 12), (7, 10), (7, 11), (8, 9), (8, 10)]"
157,"[(0, 3), (0, 5), (0, 8), (1, 4), (1, 5), (2, 7), (2, 11), (3, 6), (3, 11), (4, 6), (4, 8), (4, 9), (4, 10), (6, 9), (6, 11), (7, 10), (8, 10), (9, 12)]"
158,"[(0, 5), (0, 9), (0, 11), (0, 12), (1, 10), (1, 11), (2, 5), (2, 8), (2, 9), (3, 4), (3, 6), (4, 8), (4, 10), (5, 6), (5, 10), (6, 7), (6, 12), (9, 11)]"
159,"[(0, 3), (0, 9), (1, 3), (1, 7), (1, 9), (1, 10), (1, 11), (2, 5), (2, 7), (2, 8), (3, 6), (3, 7), (4, 8), (4, 11), (5, 6), (5, 11), (6, 12), (7, 8), (9, 12), (10, 12)]"
160,"[(0, 5), (0, 10), (0, 11), (1, 10), (1, 12), (2, 3), (2, 11), (2, 12), (3, 8), (4, 9), (4, 10), (4, 12), (5, 6), (5, 7), (5, 9), (6, 8), (6, 9), (6, 12), (7, 10)]"
161,"[(0, 3), (0, 10), (1, 5), (1, 9), (2, 4), (2, 8), (3, 12), (4, 9), (4, 11), (5, 7), (5, 8), (5, 12), (6, 7), (6, 8), (7, 11), (9, 10)]"
162,"[(0, 2), (0, 9), (0, 12), (1, 5), (1, 8), (1, 10), (2, 4), (2, 12), (3, 4), (3, 5), (3, 6), (3, 10), (4, 5), (5, 7), (6, 7), (6, 9), (7, 8), (7, 9), (8, 10), (8, 12), (10, 11)]"
163,"[(0, 5), (0, 7), (0, 11), (1, 2), (1, 9), (2, 3), (2, 4), (2, 8), (3, 10), (4, 5), (4, 6), (4, 8), (5, 11), (6, 9), (6, 10), (7, 10), (7, 12), (8, 9), (8, 12), (9, 11), (9, 12)]"
164,"[(0, 1), (0, 2), (0, 8), (0, 12), (1, 2), (1, 3), (1, 7), (2, 7), (2, 10), (2, 12), (3, 10), (3, 11), (4, 6), (4, 7), (4, 11), (5, 7), (5, 8), (5, 11), (6, 9), (6, 10), (6, 12), (7, 8), (7, 9), (8, 9), (8, 10), (9, 12)]"
165,"[(0, 7), (0, 12), (1, 3), (1, 9), (1, 10), (2, 3), (2, 5), (3, 6), (3, 10), (3, 12), (4, 8), (4, 10), (4, 11), (5, 11), (5, 12), (6, 7), (6, 8), (8, 9), (8, 12), (10, 12)]"
166,"[(0, 2), (0, 7), (1, 8), (2, 3), (3, 6), (3, 9), (3, 10), (4, 5), (4, 6), (4, 8), (4, 10), (4, 11), (5, 6), (5, 8), (5, 12), (7, 12), (9, 11), (9, 12), (10, 12)]"
167,"[(0, 2), (0, 7), (0, 8), (1, 3), (1, 9), (2, 4), (2, 5), (2, 8), (4, 9), (5, 8), (5, 11), (6, 8), (6, 12), (7, 12), (9, 11)]"
168,"[(0, 1), (0, 2), (0, 4), (0, 9), (1, 3), (1, 8), (1, 9), (2, 3), (2, 4), (2, 5), (4, 6), (5, 10), (6, 7), (6, 8), (6, 11), (7, 9), (7, 12), (10, 11)]"
169,"[(0, 7), (0, 8), (0, 9), (1, 3), (1, 5), (1, 9), (1, 12), (2, 4), (2, 9), (2, 10), (3, 10), (3, 11), (4, 5), (4, 7), (4, 11), (5, 10), (6, 7), (6, 11), (6, 12), (8, 9), (8, 10)]"
170,"[(0, 2), (0, 8), (0, 11), (0, 12), (1, 4), (1, 9), (1, 11), (1, 12), (2, 5), (2, 9), (3, 6), (3, 7), (3, 11), (4, 8), (4, 10), (5, 8), (5, 10), (6, 9), (6, 12), (7, 10), (8, 10), (9, 11), (9, 12)]"
171,"[(0, 5), (0, 6), (0, 11), (1, 4), (1, 6), (1, 7), (2, 3), (2, 5), (2, 10), (3, 8), (3, 10), (3, 11), (3, 12), (4, 8), (5, 12), (6, 7), (6, 8), (7, 9), (8, 11), (9, 10), (9, 12), (11, 12)]"
172,"[(0, 1), (0, 6), (0, 8), (0, 12), (2, 7), (2, 9), (2, 10), (2, 12), (3, 4), (3, 7), (3, 8), (4, 5), (4, 11), (5, 7), (6, 10), (6, 11), (7, 10), (8, 9), (9, 11)]"
173,"[(0, 8), (0, 10), (1, 3), (1, 7), (1, 11), (2, 5), (2, 9), (2, 10), (3, 4), (3, 5), (4, 6), (4, 10), (5, 8), (5, 11), (5, 12), (6, 11), (7, 9), (7, 12), (8, 11), (8, 12)]"
174,"[(0, 8), (0, 10), (1, 7), (1, 8), (1, 9), (1, 10), (2, 6), (2, 7), (2, 10), (2, 12), (3, 5), (3, 8), (3, 9), (3, 11), (3, 12), (4, 7), (4, 11), (4, 12), (5, 6), (5, 7), (5, 10), (6, 9), (8, 12), (10, 11)]"
175,"[(0, 3), (0, 4), (0, 5), (0, 7), (1, 2), (1, 8), (1, 9), (1, 10), (1, 12), (2, 4), (2, 6), (2, 10), (3, 4), (3, 10), (5, 11), (5, 12), (6, 7), (6, 8), (7, 12), (8, 12), (9, 10), (9, 11), (10, 12)]"
176,"[(0, 5), (0, 9), (0, 11), (1, 2), (1, 4), (1, 7), (2, 8), (2, 9), (2, 10), (3, 6), (4, 5), (4, 8), (4, 11), (5, 6), (5, 12), (6, 7), (6, 11), (7, 9), (8, 11), (9, 10), (10, 12)]"
177,"[(0, 5), (0, 8), (0, 12), (1, 5), (1, 6), (2, 3), (2, 9), (3, 10), (3, 11), (4, 6), (4, 8), (4, 9), (5, 9), (6, 7), (6, 9), (6, 11), (7, 8), (7, 10), (8, 12), (10, 12)]"
178,"[(0, 5), (0, 6), (0, 10), (1, 3), (1, 4), (1, 10), (1, 11), (2, 5), (2, 7), (2, 8), (2, 10), (3, 4), (3, 6), (3, 9), (4, 10), (4, 12), (5, 11), (5, 12), (6, 9), (6, 11), (7, 11), (8, 9)]"
179,"[(0, 2), (0, 6), (0, 10), (1, 3), (1, 12), (2, 8), (2, 9), (3, 7), (3, 10), (3, 11), (4, 5), (4, 7), (4, 8), (4, 10), (5, 9), (5, 12), (6, 11), (7, 9), (7, 11), (8, 12)]"
180,"[(0, 4), (0, 9), (0, 10), (0, 12), (1, 2), (1, 5), (1, 8), (2, 4), (2, 6), (2, 7), (3, 6), (3, 8), (3, 10), (3, 12), (4, 10), (5, 6), (5, 11), (6, 11), (7, 9), (7, 11), (8, 10), (10, 12), (11, 12)]"
181,"[(0, 3), (0, 8), (1, 6), (1, 7), (1, 10), (2, 4), (2, 7), (2, 11), (2, 12), (3, 11), (3, 12), (4, 6), (4, 12), (5, 8), (5, 10), (6, 7), (7, 9), (7, 11), (8, 9), (8, 12), (9, 12)]"
182,"[(0, 6), (0, 11), (0, 12), (1, 2), (1, 9), (1, 11), (2, 4), (2, 6), (2, 10), (3, 4), (3, 5), (3, 8), (3, 10), (3, 11), (4, 5), (4, 8), (4, 12), (5, 9), (5, 11), (6, 7), (6, 8), (7, 8), (7, 10), (7, 12), (9, 11), (9, 12)]"
183,"[(0, 2), (0, 3), (0, 5), (0, 10), (1, 6), (1, 10), (2, 5), (2, 6), (2, 9), (2, 12), (3, 12), (4, 7), (5, 7), (5, 10), (6, 11), (7, 9), (7, 12), (8, 9), (10, 11)]"
184,"[(0, 6), (0, 10), (0, 11), (0, 12), (1, 4), (1, 6), (1, 7), (1, 8), (2, 3), (2, 11), (3, 6), (3, 9), (4, 9), (5, 9), (5, 10), (7, 10), (8, 11), (8, 12), (10, 12)]"
185,"[(0, 2), (0, 8), (0, 11), (0, 12), (1, 3), (1, 6), (1, 7), (1, 11), (2, 4), (2, 8), (3, 6), (3, 9), (4, 5), (4, 12), (5, 9), (5, 11), (6, 10), (7, 10), (8, 9), (10, 12)]"
186,"[(0, 1), (0, 6), (0, 8), (0, 10), (1, 2), (1, 3), (1, 7), (1, 10), (2, 4), (2, 9), (3, 4), (3, 5), (3, 6), (4, 5), (4, 8), (4, 11), (5, 10), (7, 9), (7, 11), (8, 11), (8, 12), (9, 12), (10, 12)]"
187,"[(0, 3), (0, 8), (0, 9), (0, 11), (1, 2), (1, 8), (1, 9), (1, 11), (1, 12), (2, 3), (2, 4), (2, 6), (2, 10), (3, 4), (3, 11), (4, 5), (4, 8), (5, 8), (5, 10), (6, 10), (6, 12), (7, 11), (8, 9), (9, 10), (9, 11), (9, 12)]"
188,"[(0, 2), (0, 5), (0, 7), (0, 11), (1, 4), (1, 7), (1, 12), (2, 4), (2, 8), (2, 10), (3, 7), (3, 8), (4, 5), (4, 10), (4, 11), (5, 9), (6, 10), (6, 11), (7, 10), (8, 9), (9, 12), (11, 12)]"
189,"[(0, 3), (0, 12), (1, 5), (1, 7), (1, 8), (1, 9), (1, 12), (2, 5), (2, 6), (2, 7), (3, 5), (3, 9), (3, 11), (4, 7), (4, 10), (4, 11), (5, 8), (5, 10), (5, 11), (6, 8), (6, 12), (8, 10)]"
190,"[(0, 1), (0, 8), (0, 9), (0, 12), (1, 2), (1, 3), (1, 10), (2, 4), (2, 5), (2, 8), (3, 12), (4, 5), (4, 6), (5, 10), (6, 7), (7, 8), (7, 12), (8, 11), (9, 10), (9, 11), (10, 11), (11, 12)]"
191,"[(0, 2), (0, 7), (0, 12), (1, 3), (1, 6), (1, 9), (1, 10), (2, 4), (2, 8), (2, 11), (3, 5), (3, 10), (3, 11), (4, 6), (4, 9), (4, 12), (5, 11), (5, 12), (7, 8), (7, 9), (7, 10), (8, 9), (8, 11), (9, 10), (9, 12)]"
192,"[(0, 6), (0, 8), (0, 11), (0, 12), (1, 5), (1, 9), (1, 12), (2, 3), (2, 9), (2, 11), (2, 12), (3, 8), (3, 9), (3, 10), (3, 11), (4, 6), (4, 7), (4, 8), (4, 11), (5, 6), (5, 8), (6, 9), (6, 10), (7, 11), (7, 12), (10, 11)]"
193,"[(0, 2), (0, 8), (0, 12), (1, 7), (1, 10), (2, 3), (2, 5), (2, 7), (3, 5), (3, 9), (4, 7), (4, 8), (4, 9), (5, 6), (6, 7), (6, 12), (7, 8), (9, 10), (11, 12)]"
194,"[(0, 2), (0, 3), (0, 8), (1, 7), (1, 8), (1, 10), (1, 12), (2, 7), (2, 11), (4, 6), (4, 10), (4, 12), (5, 9), (5, 12), (6, 11), (7, 12), (8, 9), (9, 10)]"
195,"[(0, 2), (0, 3), (0, 7), (0, 9), (1, 3), (1, 4), (1, 6), (2, 6), (3, 5), (4, 8), (4, 9), (4, 11), (4, 12), (5, 8), (6, 10), (6, 11), (7, 8), (7, 9), (7, 10), (8, 12), (9, 10), (9, 11), (10, 12)]"
196,"[(0, 7), (0, 11), (0, 12), (1, 8), (1, 9), (2, 3), (2, 4), (2, 7), (3, 7), (3, 10), (3, 12), (4, 5), (4, 10), (5, 6), (5, 9), (5, 10), (5, 11), (6, 8), (6, 12), (8, 10), (9, 10)]"
197,"[(0, 4), (0, 7), (0, 10), (1, 3), (1, 4), (1, 6), (1, 12), (2, 7), (2, 9), (2, 12), (3, 10), (3, 11), (4, 5), (4, 9), (5, 6), (5, 11), (6, 7), (6, 10), (6, 11), (6, 12), (7, 10), (8, 9), (8, 11), (9, 12)]"
